Name of restaurant,City,Countty Code,Day of Week,Start Time Hour,Start Time Minute,End Time Hour,End Time Minute
8oz Burger & Co,Seattle,Seattle,1,11,30,23,00
8oz Burger & Co,Seattle,Seattle,2,11,30,23,00
8oz Burger & Co,Seattle,Seattle,3,11,30,23,00
8oz Burger & Co,Seattle,Seattle,4,11,30,00,00
8oz Burger & Co,Seattle,Seattle,5,11,30,00,00
8oz Burger & Co,Seattle,Seattle,6,11,30,22,00
90 Miles Cuban Caf¨¦,Chicago,Chicago,0,08,00,21,00
90 Miles Cuban Caf¨¦,Chicago,Chicago,1,08,00,21,00
90 Miles Cuban Caf¨¦,Chicago,Chicago,2,08,00,21,00
90 Miles Cuban Caf¨¦,Chicago,Chicago,3,08,00,21,00
90 Miles Cuban Caf¨¦,Chicago,Chicago,4,08,00,21,00
90 Miles Cuban Caf¨¦,Chicago,Chicago,5,08,00,21,00
90 Miles Cuban Caf¨¦,Chicago,Chicago,6,08,00,21,00
90 Miles Cuban Caf¨¦,Chicago,Chicago,0,10,00,22,00
90 Miles Cuban Caf¨¦,Chicago,Chicago,1,10,00,22,00
90 Miles Cuban Caf¨¦,Chicago,Chicago,2,10,00,22,00
90 Miles Cuban Caf¨¦,Chicago,Chicago,3,10,00,22,00
90 Miles Cuban Caf¨¦,Chicago,Chicago,4,10,00,23,00
90 Miles Cuban Caf¨¦,Chicago,Chicago,5,10,00,23,00
90 Miles Cuban Caf¨¦,Chicago,Chicago,6,10,00,22,00
90 Secondi,Melbourne,Melbourne,0,07,30,17,00
90 Secondi,Melbourne,Melbourne,1,07,30,17,00
90 Secondi,Melbourne,Melbourne,2,07,30,17,00
90 Secondi,Melbourne,Melbourne,3,07,30,00,00
90 Secondi,Melbourne,Melbourne,4,07,30,00,00
90 Secondi,Melbourne,Melbourne,5,18,00,00,00
A 2nd Cup,Houston,Houston,0,07,00,22,00
A 2nd Cup,Houston,Houston,1,07,00,22,00
A 2nd Cup,Houston,Houston,2,07,00,22,00
A 2nd Cup,Houston,Houston,3,07,00,22,00
A 2nd Cup,Houston,Houston,4,07,00,22,00
A 2nd Cup,Houston,Houston,5,07,00,22,00
A 2nd Cup,Houston,Houston,6,07,00,17,00
A Baked Joint,Washington,Washington,0,07,00,20,00
A Baked Joint,Washington,Washington,1,07,00,21,00
A Baked Joint,Washington,Washington,2,07,00,20,00
A Baked Joint,Washington,Washington,3,07,00,20,00
A Baked Joint,Washington,Washington,4,07,00,21,00
A Baked Joint,Washington,Washington,5,08,00,20,00
A Baked Joint,Washington,Washington,6,08,00,20,00
A Bite of Wyoming,San Jose,San Jose,0,05,30,14,00
A Bite of Wyoming,San Jose,San Jose,1,05,30,14,00
A Bite of Wyoming,San Jose,San Jose,2,05,30,14,00
A Bite of Wyoming,San Jose,San Jose,3,05,30,14,00
A Bite of Wyoming,San Jose,San Jose,4,05,30,14,00
A Bite of Wyoming,San Jose,San Jose,5,06,00,14,00
A Bite of Wyoming,San Jose,San Jose,6,07,00,14,00
A Fish Called Inglewood,Inglewood,Inglewood,1,17,00,00,00
A Fish Called Inglewood,Inglewood,Inglewood,2,17,00,00,00
A Fish Called Inglewood,Inglewood,Inglewood,3,17,00,00,00
A Fish Called Inglewood,Inglewood,Inglewood,4,17,00,00,00
A Fish Called Inglewood,Inglewood,Inglewood,5,17,00,00,00
A Fish Called Inglewood,Inglewood,Inglewood,6,17,00,00,00
A Slice of New York,San Jose,San Jose,1,11,00,00,00
A Slice of New York,San Jose,San Jose,2,11,00,00,00
A Slice of New York,San Jose,San Jose,3,11,00,00,00
A Slice of New York,San Jose,San Jose,4,11,00,00,00
A Slice of New York,San Jose,San Jose,5,11,00,00,00
A Slice of New York,San Jose,San Jose,6,12,30,00,00
A25,Melbourne,Melbourne,0,07,30,22,00
A25,Melbourne,Melbourne,1,07,30,22,00
A25,Melbourne,Melbourne,2,07,30,22,00
A25,Melbourne,Melbourne,3,07,30,22,00
A25,Melbourne,Melbourne,4,07,30,22,00
A25,Melbourne,Melbourne,5,07,30,22,00
Aamaya Indian Restaurant,Brisbane,Brisbane,0,11,00,21,30
Aamaya Indian Restaurant,Brisbane,Brisbane,1,11,00,14,30
Aamaya Indian Restaurant,Brisbane,Brisbane,1,17,00,21,30
Aamaya Indian Restaurant,Brisbane,Brisbane,2,11,00,14,30
Aamaya Indian Restaurant,Brisbane,Brisbane,2,17,00,21,30
Aamaya Indian Restaurant,Brisbane,Brisbane,3,11,00,14,30
Aamaya Indian Restaurant,Brisbane,Brisbane,3,17,00,21,30
Aamaya Indian Restaurant,Brisbane,Brisbane,4,11,00,14,30
Aamaya Indian Restaurant,Brisbane,Brisbane,4,17,00,21,30
Aamaya Indian Restaurant,Brisbane,Brisbane,5,11,00,21,30
Aamaya Indian Restaurant,Brisbane,Brisbane,6,11,00,21,30
Abb Air,Sydney,Sydney,0,11,00,01,00
Abb Air,Sydney,Sydney,1,11,00,01,00
Abb Air,Sydney,Sydney,2,11,00,01,00
Abb Air,Sydney,Sydney,3,11,00,01,00
Abb Air,Sydney,Sydney,4,11,00,01,00
Abb Air,Sydney,Sydney,5,11,00,01,00
Abb Air,Sydney,Sydney,6,11,00,01,00
Abby Lane Food & Spirits,Boston,Boston,0,11,30,02,00
Abby Lane Food & Spirits,Boston,Boston,1,11,30,02,00
Abby Lane Food & Spirits,Boston,Boston,2,11,30,02,00
Abby Lane Food & Spirits,Boston,Boston,3,11,30,02,00
Abby Lane Food & Spirits,Boston,Boston,4,11,30,02,00
Abby Lane Food & Spirits,Boston,Boston,5,11,30,02,00
Abby Lane Food & Spirits,Boston,Boston,6,11,30,02,00
ABC Kitchen,New York,New York,0,12,00,15,00
ABC Kitchen,New York,New York,0,17,30,22,30
ABC Kitchen,New York,New York,1,12,00,15,00
ABC Kitchen,New York,New York,1,17,30,22,30
ABC Kitchen,New York,New York,2,12,00,15,00
ABC Kitchen,New York,New York,2,17,30,22,30
ABC Kitchen,New York,New York,3,12,00,15,00
ABC Kitchen,New York,New York,3,17,30,23,00
ABC Kitchen,New York,New York,4,12,00,15,00
ABC Kitchen,New York,New York,4,17,30,23,30
ABC Kitchen,New York,New York,5,11,00,15,00
ABC Kitchen,New York,New York,5,17,30,23,30
ABC Kitchen,New York,New York,6,11,00,15,00
ABC Kitchen,New York,New York,6,17,30,22,00
Abe & Louie's,Boston,Boston,0,11,30,23,00
Abe & Louie's,Boston,Boston,1,11,30,23,00
Abe & Louie's,Boston,Boston,2,11,30,23,00
Abe & Louie's,Boston,Boston,3,11,30,23,00
Abe & Louie's,Boston,Boston,4,11,30,00,00
Abe & Louie's,Boston,Boston,5,11,00,00,00
Abe & Louie's,Boston,Boston,6,11,00,23,00
Abeno Too,London,London,0,12,00,23,00
Abeno Too,London,London,1,12,00,23,00
Abeno Too,London,London,2,12,00,23,00
Abeno Too,London,London,3,12,00,23,00
Abeno Too,London,London,4,12,00,23,00
Abeno Too,London,London,5,12,00,23,00
Abeno Too,London,London,6,12,00,22,00
Aboil Cafe,Washington,Washington,0,08,00,11,00
Aboil Cafe,Washington,Washington,1,08,00,13,00
Aboil Cafe,Washington,Washington,2,08,00,13,00
Aboil Cafe,Washington,Washington,3,08,00,13,00
Aboil Cafe,Washington,Washington,4,08,00,13,00
Aboil Cafe,Washington,Washington,5,09,00,13,00
Aboil Cafe,Washington,Washington,6,10,00,13,00
Abu Zaad,London,London,0,09,00,23,00
Abu Zaad,London,London,1,09,00,23,00
Abu Zaad,London,London,2,09,00,23,00
Abu Zaad,London,London,3,09,00,23,00
Abu Zaad,London,London,4,09,00,23,00
Abu Zaad,London,London,5,09,00,23,00
Abu Zaad,London,London,6,09,00,23,00
Abuela's Tacos,Las Vegas,Las Vegas,0,09,00,20,00
Abuela's Tacos,Las Vegas,Las Vegas,1,09,00,20,00
Abuela's Tacos,Las Vegas,Las Vegas,2,09,00,20,00
Abuela's Tacos,Las Vegas,Las Vegas,3,09,00,20,00
Abuela's Tacos,Las Vegas,Las Vegas,4,09,00,21,00
Abuela's Tacos,Las Vegas,Las Vegas,5,09,00,21,00
Abuela's Tacos,Las Vegas,Las Vegas,6,09,00,19,00
Acero,Denver,Denver,0,15,00,22,00
Acero,Denver,Denver,1,15,00,22,00
Acero,Denver,Denver,2,15,00,22,00
Acero,Denver,Denver,3,15,00,22,00
Acero,Denver,Denver,4,15,00,22,00
Acero,Denver,Denver,5,11,00,22,00
Acero,Denver,Denver,6,11,00,22,00
ACMI Cafe & Bar,Melbourne,Melbourne,0,08,30,00,00
ACMI Cafe & Bar,Melbourne,Melbourne,1,08,30,00,00
ACMI Cafe & Bar,Melbourne,Melbourne,2,08,30,00,00
ACMI Cafe & Bar,Melbourne,Melbourne,3,08,30,00,00
ACMI Cafe & Bar,Melbourne,Melbourne,4,08,30,00,00
ACMI Cafe & Bar,Melbourne,Melbourne,5,09,30,00,00
ACMI Cafe & Bar,Melbourne,Melbourne,6,10,00,00,00
Ad Lib,Glasgow,Glasgow,0,11,00,00,00
Ad Lib,Glasgow,Glasgow,1,11,00,00,00
Ad Lib,Glasgow,Glasgow,2,11,00,00,00
Ad Lib,Glasgow,Glasgow,3,11,00,00,00
Ad Lib,Glasgow,Glasgow,4,11,00,02,00
Ad Lib,Glasgow,Glasgow,5,11,00,02,00
Ad Lib,Glasgow,Glasgow,6,11,00,02,00
Adair Kitchen,Houston,Houston,0,07,00,22,00
Adair Kitchen,Houston,Houston,1,07,00,22,00
Adair Kitchen,Houston,Houston,2,07,00,22,00
Adair Kitchen,Houston,Houston,3,07,00,22,00
Adair Kitchen,Houston,Houston,4,07,00,22,00
Adair Kitchen,Houston,Houston,5,08,00,22,00
Adair Kitchen,Houston,Houston,6,08,00,21,00
Addie's Thai Cafe,London,London,0,12,00,15,00
Addie's Thai Cafe,London,London,0,18,00,23,00
Addie's Thai Cafe,London,London,1,12,00,15,00
Addie's Thai Cafe,London,London,1,18,00,23,00
Addie's Thai Cafe,London,London,2,12,00,15,00
Addie's Thai Cafe,London,London,2,18,00,23,00
Addie's Thai Cafe,London,London,3,12,00,15,00
Addie's Thai Cafe,London,London,3,18,00,23,00
Addie's Thai Cafe,London,London,4,12,00,15,00
Addie's Thai Cafe,London,London,4,18,00,23,00
Addie's Thai Cafe,London,London,5,18,00,23,00
Addie's Thai Cafe,London,London,6,18,00,22,30
Adela's Italian,Phoenix,Phoenix,0,11,00,21,00
Adela's Italian,Phoenix,Phoenix,1,11,00,21,00
Adela's Italian,Phoenix,Phoenix,2,11,00,21,00
Adela's Italian,Phoenix,Phoenix,3,11,00,21,00
Adela's Italian,Phoenix,Phoenix,4,11,00,22,00
Adela's Italian,Phoenix,Phoenix,5,14,00,22,00
Adela's Italian,Phoenix,Phoenix,6,14,00,21,00
Adelitas Cocina y Cantina,Denver,Denver,0,11,00,22,00
Adelitas Cocina y Cantina,Denver,Denver,1,11,00,23,00
Adelitas Cocina y Cantina,Denver,Denver,2,11,00,23,00
Adelitas Cocina y Cantina,Denver,Denver,3,11,00,23,00
Adelitas Cocina y Cantina,Denver,Denver,4,11,00,23,00
Adelitas Cocina y Cantina,Denver,Denver,5,10,00,23,00
Adelitas Cocina y Cantina,Denver,Denver,6,10,00,22,00
Adelita's Taqueria,San Jose,San Jose,0,09,00,21,30
Adelita's Taqueria,San Jose,San Jose,1,09,00,21,30
Adelita's Taqueria,San Jose,San Jose,2,09,00,21,30
Adelita's Taqueria,San Jose,San Jose,3,09,00,21,30
Adelita's Taqueria,San Jose,San Jose,4,09,00,22,00
Adelita's Taqueria,San Jose,San Jose,5,09,00,22,00
Adelita's Taqueria,San Jose,San Jose,6,09,00,21,30
Adelphi Grill,Perth,Perth,0,11,30,21,30
Adelphi Grill,Perth,Perth,1,11,30,21,30
Adelphi Grill,Perth,Perth,2,11,30,21,30
Adelphi Grill,Perth,Perth,3,11,30,21,30
Adelphi Grill,Perth,Perth,4,11,30,21,30
Adelphi Grill,Perth,Perth,5,11,30,21,30
Adelphi Grill,Perth,Perth,6,11,30,21,30
Admiral Codrington,London,London,0,11,30,23,00
Admiral Codrington,London,London,1,11,30,23,00
Admiral Codrington,London,London,2,11,30,00,00
Admiral Codrington,London,London,3,11,30,00,00
Admiral Codrington,London,London,4,11,30,01,00
Admiral Codrington,London,London,5,11,30,01,00
Admiral Codrington,London,London,6,12,00,22,30
Adobo Dragon,Phoenix,Phoenix,0,11,00,21,00
Adobo Dragon,Phoenix,Phoenix,1,11,00,21,00
Adobo Dragon,Phoenix,Phoenix,2,11,00,21,00
Adobo Dragon,Phoenix,Phoenix,3,11,00,21,00
Adobo Dragon,Phoenix,Phoenix,4,11,00,22,00
Adobo Dragon,Phoenix,Phoenix,5,11,00,22,00
Adobo Dragon,Phoenix,Phoenix,6,11,00,20,00
Aero Cafe & Bar,Sydney,Sydney,0,08,00,23,00
Aero Cafe & Bar,Sydney,Sydney,1,08,00,23,00
Aero Cafe & Bar,Sydney,Sydney,2,08,00,23,00
Aero Cafe & Bar,Sydney,Sydney,3,08,00,23,00
Aero Cafe & Bar,Sydney,Sydney,4,08,00,23,00
Aero Cafe & Bar,Sydney,Sydney,5,10,00,23,00
Aero Cafe & Bar,Sydney,Sydney,6,10,00,22,00
Affogato,Melbourne,Melbourne,0,07,00,15,30
Affogato,Melbourne,Melbourne,2,07,00,15,30
Affogato,Melbourne,Melbourne,3,07,00,15,30
Affogato,Melbourne,Melbourne,4,07,00,15,30
Affogato,Melbourne,Melbourne,5,07,30,16,00
Affogato,Melbourne,Melbourne,6,07,30,16,00
Afghan Express,Houston,Houston,0,11,30,23,00
Afghan Express,Houston,Houston,1,11,00,23,00
Afghan Express,Houston,Houston,2,11,00,22,00
Afghan Express,Houston,Houston,3,11,00,23,00
Afghan Express,Houston,Houston,4,11,00,23,00
Afghan Express,Houston,Houston,5,11,00,23,00
Afghan Express,Houston,Houston,6,11,00,22,00
Agave Mexican Grill,San Jose,San Jose,0,10,00,21,00
Agave Mexican Grill,San Jose,San Jose,1,10,00,21,00
Agave Mexican Grill,San Jose,San Jose,2,10,00,21,00
Agave Mexican Grill,San Jose,San Jose,3,10,00,21,00
Agave Mexican Grill,San Jose,San Jose,4,10,00,20,00
Agave Mexican Grill,San Jose,San Jose,5,10,00,21,00
Agave Mexican Grill,San Jose,San Jose,6,10,00,19,00
Agha's Gyro Express,San Jose,San Jose,0,11,00,18,00
Agha's Gyro Express,San Jose,San Jose,1,11,00,18,00
Agha's Gyro Express,San Jose,San Jose,2,11,00,18,00
Agha's Gyro Express,San Jose,San Jose,3,11,00,18,00
Agha's Gyro Express,San Jose,San Jose,4,11,00,18,00
AikoPops,Denver,Denver,0,11,00,18,00
AikoPops,Denver,Denver,1,11,00,18,00
AikoPops,Denver,Denver,2,11,00,18,00
AikoPops,Denver,Denver,3,11,00,18,00
AikoPops,Denver,Denver,4,11,00,18,00
AikoPops,Denver,Denver,5,11,00,18,00
AikoPops,Denver,Denver,6,11,00,18,00
Aim Thai Restaurant,Houston,Houston,1,10,00,20,00
Aim Thai Restaurant,Houston,Houston,2,10,00,20,00
Aim Thai Restaurant,Houston,Houston,3,10,00,20,00
Aim Thai Restaurant,Houston,Houston,4,10,00,20,00
Aim Thai Restaurant,Houston,Houston,5,10,00,20,00
Aim Thai Restaurant,Houston,Houston,6,10,00,20,00
Aisuru Sushi,Perth,Perth,0,12,00,14,30
Aisuru Sushi,Perth,Perth,0,18,00,21,30
Aisuru Sushi,Perth,Perth,1,12,00,14,30
Aisuru Sushi,Perth,Perth,1,18,00,21,30
Aisuru Sushi,Perth,Perth,2,12,00,14,30
Aisuru Sushi,Perth,Perth,2,18,00,21,30
Aisuru Sushi,Perth,Perth,3,12,00,14,30
Aisuru Sushi,Perth,Perth,3,18,00,21,30
Aisuru Sushi,Perth,Perth,4,12,00,14,30
Aisuru Sushi,Perth,Perth,4,18,00,22,00
Aisuru Sushi,Perth,Perth,5,12,00,15,00
Aisuru Sushi,Perth,Perth,5,18,00,22,00
Aisuru Sushi,Perth,Perth,6,12,00,15,00
Aisuru Sushi,Perth,Perth,6,18,00,21,30
Aita,Brooklyn,Brooklyn,0,17,00,22,30
Aita,Brooklyn,Brooklyn,1,11,00,22,30
Aita,Brooklyn,Brooklyn,2,11,00,22,30
Aita,Brooklyn,Brooklyn,3,11,00,22,30
Aita,Brooklyn,Brooklyn,4,11,00,23,00
Aita,Brooklyn,Brooklyn,5,11,00,23,00
Aita,Brooklyn,Brooklyn,6,11,00,22,15
Aix Caf¨¦ Creperie Salon,Melbourne,Melbourne,0,06,00,17,00
Aix Caf¨¦ Creperie Salon,Melbourne,Melbourne,1,06,00,17,00
Aix Caf¨¦ Creperie Salon,Melbourne,Melbourne,2,06,00,17,00
Aix Caf¨¦ Creperie Salon,Melbourne,Melbourne,3,06,00,17,00
Aix Caf¨¦ Creperie Salon,Melbourne,Melbourne,4,06,00,17,00
Aix Caf¨¦ Creperie Salon,Melbourne,Melbourne,5,06,00,17,00
Aix Caf¨¦ Creperie Salon,Melbourne,Melbourne,6,08,00,16,00
AJ Vietnamese Noodle House,Brisbane,Brisbane,0,11,00,21,00
AJ Vietnamese Noodle House,Brisbane,Brisbane,1,11,00,21,00
AJ Vietnamese Noodle House,Brisbane,Brisbane,2,11,00,21,00
AJ Vietnamese Noodle House,Brisbane,Brisbane,3,11,00,21,00
AJ Vietnamese Noodle House,Brisbane,Brisbane,4,11,00,21,00
AJ Vietnamese Noodle House,Brisbane,Brisbane,5,11,00,21,00
Ajisen Ramen,Melbourne,Melbourne,0,11,30,21,00
Ajisen Ramen,Melbourne,Melbourne,1,11,30,21,00
Ajisen Ramen,Melbourne,Melbourne,2,11,30,21,00
Ajisen Ramen,Melbourne,Melbourne,3,11,30,21,00
Ajisen Ramen,Melbourne,Melbourne,4,11,30,22,00
Ajisen Ramen,Melbourne,Melbourne,5,11,30,21,30
Ajisen Ramen,Melbourne,Melbourne,6,11,30,21,00
Ajisen Ramen,Melbourne,Melbourne,0,12,00,21,30
Ajisen Ramen,Melbourne,Melbourne,1,12,00,21,30
Ajisen Ramen,Melbourne,Melbourne,2,12,00,21,30
Ajisen Ramen,Melbourne,Melbourne,3,12,00,21,30
Ajisen Ramen,Melbourne,Melbourne,4,12,00,22,30
Ajisen Ramen,Melbourne,Melbourne,5,12,00,21,30
Ajisen Ramen,Melbourne,Melbourne,6,12,00,21,30
Akaneya Japanese Restaurant,Sydney,Sydney,0,11,30,21,00
Akaneya Japanese Restaurant,Sydney,Sydney,1,11,30,21,00
Akaneya Japanese Restaurant,Sydney,Sydney,2,11,30,21,00
Akaneya Japanese Restaurant,Sydney,Sydney,3,11,30,21,00
Akaneya Japanese Restaurant,Sydney,Sydney,4,11,30,21,00
Akaneya Japanese Restaurant,Sydney,Sydney,5,17,30,21,00
Akari,London,London,1,17,00,23,00
Akari,London,London,2,17,00,23,00
Akari,London,London,3,17,00,23,00
Akari,London,London,4,17,00,23,00
Akari,London,London,5,12,00,23,00
Akari,London,London,6,12,00,22,30
Akbar's,Glasgow,Glasgow,0,17,00,00,00
Akbar's,Glasgow,Glasgow,1,17,00,00,00
Akbar's,Glasgow,Glasgow,2,17,00,00,00
Akbar's,Glasgow,Glasgow,3,17,00,00,00
Akbar's,Glasgow,Glasgow,4,16,30,00,30
Akbar's,Glasgow,Glasgow,5,16,30,00,30
Akbar's,Glasgow,Glasgow,6,14,00,23,00
AK's Takeout & Delivery,Boston,Boston,0,10,00,23,00
AK's Takeout & Delivery,Boston,Boston,1,10,00,23,00
AK's Takeout & Delivery,Boston,Boston,2,10,00,23,00
AK's Takeout & Delivery,Boston,Boston,3,10,00,23,00
AK's Takeout & Delivery,Boston,Boston,4,10,00,23,00
AK's Takeout & Delivery,Boston,Boston,5,10,00,23,00
AK's Takeout & Delivery,Boston,Boston,6,10,00,23,00
Al Arez,London,London,0,10,00,23,30
Al Arez,London,London,1,10,00,23,30
Al Arez,London,London,2,10,00,23,30
Al Arez,London,London,3,10,00,23,30
Al Arez,London,London,4,10,00,23,30
Al Arez,London,London,5,10,00,23,30
Al Arez,London,London,6,10,00,23,30
Al Aseel Grill & Caf¨¦,Houston,Houston,0,11,00,00,00
Al Aseel Grill & Caf¨¦,Houston,Houston,1,11,00,00,00
Al Aseel Grill & Caf¨¦,Houston,Houston,2,11,00,00,00
Al Aseel Grill & Caf¨¦,Houston,Houston,3,11,00,00,00
Al Aseel Grill & Caf¨¦,Houston,Houston,4,11,00,00,00
Al Aseel Grill & Caf¨¦,Houston,Houston,5,11,00,00,00
Al Aseel Grill & Caf¨¦,Houston,Houston,6,11,00,00,00
Al Basha Subs,Detroit,Detroit,0,10,00,22,00
Al Basha Subs,Detroit,Detroit,1,10,00,22,00
Al Basha Subs,Detroit,Detroit,2,10,00,22,00
Al Basha Subs,Detroit,Detroit,3,10,00,22,00
Al Basha Subs,Detroit,Detroit,4,10,00,22,00
Al Basha Subs,Detroit,Detroit,5,12,00,17,00
Al Dente,Glasgow,Glasgow,0,17,00,22,30
Al Dente,Glasgow,Glasgow,1,11,30,22,30
Al Dente,Glasgow,Glasgow,2,11,30,22,30
Al Dente,Glasgow,Glasgow,3,11,30,22,30
Al Dente,Glasgow,Glasgow,4,11,30,22,30
Al Dente,Glasgow,Glasgow,5,17,00,22,30
Al Dente,Glasgow,Glasgow,6,17,00,22,30
Al Dente Restaurant,Boston,Boston,0,11,30,22,00
Al Dente Restaurant,Boston,Boston,1,11,30,22,00
Al Dente Restaurant,Boston,Boston,2,11,30,22,00
Al Dente Restaurant,Boston,Boston,3,11,30,22,00
Al Dente Restaurant,Boston,Boston,4,11,30,23,00
Al Dente Restaurant,Boston,Boston,5,11,30,23,00
Al Dente Restaurant,Boston,Boston,6,11,30,22,00
Aladdin Mediterranean Cuisine,Houston,Houston,0,10,30,22,00
Aladdin Mediterranean Cuisine,Houston,Houston,1,10,30,22,00
Aladdin Mediterranean Cuisine,Houston,Houston,2,10,30,22,00
Aladdin Mediterranean Cuisine,Houston,Houston,3,10,30,22,00
Aladdin Mediterranean Cuisine,Houston,Houston,4,10,30,22,00
Aladdin Mediterranean Cuisine,Houston,Houston,5,11,00,22,00
Aladdin Mediterranean Cuisine,Houston,Houston,6,11,00,21,00
Alameda,Brooklyn,Brooklyn,0,17,00,00,00
Alameda,Brooklyn,Brooklyn,1,17,00,00,00
Alameda,Brooklyn,Brooklyn,2,17,00,00,00
Alameda,Brooklyn,Brooklyn,3,17,00,00,00
Alameda,Brooklyn,Brooklyn,4,17,00,02,00
Alameda,Brooklyn,Brooklyn,5,17,00,02,00
Alameda,Brooklyn,Brooklyn,6,13,00,00,00
Albert Park Cafe,Auckland,Auckland,0,07,00,16,00
Albert Park Cafe,Auckland,Auckland,1,07,00,17,00
Albert Park Cafe,Auckland,Auckland,2,07,00,16,00
Albert Park Cafe,Auckland,Auckland,3,07,00,16,00
Albert Park Cafe,Auckland,Auckland,4,07,00,16,00
Albert Park Cafe,Auckland,Auckland,5,07,00,16,00
Albertini,London,London,0,07,00,22,00
Albertini,London,London,1,07,00,22,00
Albertini,London,London,2,07,00,22,00
Albertini,London,London,3,07,00,22,00
Albertini,London,London,4,07,00,22,00
Albertini,London,London,5,07,00,15,00
Alchemy,London,London,0,07,00,17,00
Alchemy,London,London,1,07,00,17,00
Alchemy,London,London,2,07,00,17,00
Alchemy,London,London,3,07,00,17,00
Alchemy,London,London,4,07,00,17,00
Alder & Birch Cocktails/Dining,Las Vegas,Las Vegas,0,16,00,22,00
Alder & Birch Cocktails/Dining,Las Vegas,Las Vegas,1,16,00,22,00
Alder & Birch Cocktails/Dining,Las Vegas,Las Vegas,2,16,00,22,00
Alder & Birch Cocktails/Dining,Las Vegas,Las Vegas,3,16,00,22,00
Alder & Birch Cocktails/Dining,Las Vegas,Las Vegas,4,16,00,23,00
Alder & Birch Cocktails/Dining,Las Vegas,Las Vegas,5,16,00,23,00
Alder & Birch Cocktails/Dining,Las Vegas,Las Vegas,6,16,00,22,00
Ale House At Amato's,Denver,Denver,0,11,00,00,00
Ale House At Amato's,Denver,Denver,1,11,00,00,00
Ale House At Amato's,Denver,Denver,2,11,00,00,00
Ale House At Amato's,Denver,Denver,3,11,00,00,00
Ale House At Amato's,Denver,Denver,4,11,00,02,00
Ale House At Amato's,Denver,Denver,5,11,00,02,00
Ale House At Amato's,Denver,Denver,6,11,00,00,00
Alexanders,Liverpool,Liverpool,0,07,30,16,00
Alexanders,Liverpool,Liverpool,1,07,30,16,00
Alexanders,Liverpool,Liverpool,2,07,30,16,00
Alexanders,Liverpool,Liverpool,3,07,30,16,00
Alexanders,Liverpool,Liverpool,4,07,30,16,00
Alfa Piehouse,Washington,Washington,0,07,00,18,00
Alfa Piehouse,Washington,Washington,1,07,00,18,00
Alfa Piehouse,Washington,Washington,2,07,00,18,00
Alfa Piehouse,Washington,Washington,3,07,00,18,00
Alfa Piehouse,Washington,Washington,4,07,00,18,00
Alfa Piehouse,Washington,Washington,5,10,00,16,00
Alfredo Authentic Italian Restaurant,Sydney,Sydney,0,12,00,15,00
Alfredo Authentic Italian Restaurant,Sydney,Sydney,0,18,00,22,00
Alfredo Authentic Italian Restaurant,Sydney,Sydney,1,12,00,15,00
Alfredo Authentic Italian Restaurant,Sydney,Sydney,1,18,00,22,00
Alfredo Authentic Italian Restaurant,Sydney,Sydney,2,12,00,15,00
Alfredo Authentic Italian Restaurant,Sydney,Sydney,2,18,00,22,00
Alfredo Authentic Italian Restaurant,Sydney,Sydney,3,12,00,15,00
Alfredo Authentic Italian Restaurant,Sydney,Sydney,3,18,00,22,00
Alfredo Authentic Italian Restaurant,Sydney,Sydney,4,12,00,15,00
Alfredo Authentic Italian Restaurant,Sydney,Sydney,4,18,00,22,00
Alfredo Authentic Italian Restaurant,Sydney,Sydney,5,18,00,22,00
Alfred's Pizzeria,Perth,Perth,0,15,00,00,00
Alfred's Pizzeria,Perth,Perth,1,15,00,00,00
Alfred's Pizzeria,Perth,Perth,2,15,00,00,00
Alfred's Pizzeria,Perth,Perth,3,15,00,00,00
Alfred's Pizzeria,Perth,Perth,4,15,00,00,00
Alfred's Pizzeria,Perth,Perth,5,15,00,00,00
Alfred's Pizzeria,Perth,Perth,6,15,00,00,00
Ali Baba,Boston,Boston,0,11,00,22,00
Ali Baba,Boston,Boston,1,11,00,22,00
Ali Baba,Boston,Boston,2,11,00,22,00
Ali Baba,Boston,Boston,3,11,00,02,45
Ali Baba,Boston,Boston,4,11,00,03,00
Ali Baba,Boston,Boston,5,11,00,03,00
Ali Baba,Boston,Boston,6,11,00,22,00
Alice's Makan,Sydney,Sydney,0,09,30,19,00
Alice's Makan,Sydney,Sydney,1,09,30,19,00
Alice's Makan,Sydney,Sydney,2,09,30,19,00
Alice's Makan,Sydney,Sydney,3,09,30,19,00
Alice's Makan,Sydney,Sydney,4,09,30,19,00
Alicia Fusion Bistro,Seattle,Seattle,0,12,00,23,00
Alicia Fusion Bistro,Seattle,Seattle,1,12,00,23,00
Alicia Fusion Bistro,Seattle,Seattle,2,12,00,23,00
Alicia Fusion Bistro,Seattle,Seattle,3,12,00,00,00
Alicia Fusion Bistro,Seattle,Seattle,4,12,00,00,00
Alicia Fusion Bistro,Seattle,Seattle,5,12,00,00,00
Alicia Fusion Bistro,Seattle,Seattle,6,12,00,23,00
Aliment,Perth,Perth,0,07,00,15,30
Aliment,Perth,Perth,1,07,00,15,30
Aliment,Perth,Perth,2,07,00,15,30
Aliment,Perth,Perth,3,07,00,15,30
Aliment,Perth,Perth,4,07,00,15,30
Aliment,Perth,Perth,5,07,00,14,00
Aliment,Perth,Perth,6,08,00,13,00
Alinea,Chicago,Chicago,2,17,00,18,30
Alinea,Chicago,Chicago,2,20,00,21,30
Alinea,Chicago,Chicago,3,17,00,18,30
