Name of restaurant,City,Countty Code,Day of Week,Start Time Hour,Start Time Minute,End Time Hour,End Time Minute
Alinea,Chicago,Chicago,3,20,00,21,30
Alinea,Chicago,Chicago,4,20,00,21,30
Alinea,Chicago,Chicago,5,17,00,18,30
Alinea,Chicago,Chicago,5,20,00,21,30
Alinea,Chicago,Chicago,6,17,00,18,30
All-Purpose Pizzeria,Washington,Washington,0,11,30,14,30
All-Purpose Pizzeria,Washington,Washington,0,17,30,22,00
All-Purpose Pizzeria,Washington,Washington,1,11,30,14,30
All-Purpose Pizzeria,Washington,Washington,1,17,30,22,00
All-Purpose Pizzeria,Washington,Washington,2,11,30,14,30
All-Purpose Pizzeria,Washington,Washington,2,17,30,22,00
All-Purpose Pizzeria,Washington,Washington,3,11,30,14,30
All-Purpose Pizzeria,Washington,Washington,3,17,30,22,00
All-Purpose Pizzeria,Washington,Washington,4,11,30,14,30
All-Purpose Pizzeria,Washington,Washington,4,17,30,23,00
All-Purpose Pizzeria,Washington,Washington,5,11,30,14,30
All-Purpose Pizzeria,Washington,Washington,5,17,00,23,00
All-Purpose Pizzeria,Washington,Washington,6,17,00,22,00
All Seas Fish,Detroit,Detroit,0,10,00,21,00
All Seas Fish,Detroit,Detroit,1,10,00,21,00
All Seas Fish,Detroit,Detroit,2,10,00,21,00
All Seas Fish,Detroit,Detroit,3,10,00,21,00
All Seas Fish,Detroit,Detroit,4,10,00,22,00
All Seas Fish,Detroit,Detroit,5,10,00,22,00
All Seas Fish,Detroit,Detroit,6,11,00,19,00
Alley Taco,Detroit,Detroit,0,11,00,23,00
Alley Taco,Detroit,Detroit,1,11,00,23,00
Alley Taco,Detroit,Detroit,2,11,00,23,00
Alley Taco,Detroit,Detroit,3,11,00,01,00
Alley Taco,Detroit,Detroit,4,11,00,01,00
Alley Taco,Detroit,Detroit,5,11,00,01,00
Alley Taco,Detroit,Detroit,6,12,00,22,00
Allora,London,London,1,12,00,15,00
Allora,London,London,1,18,00,23,00
Allora,London,London,2,12,00,15,00
Allora,London,London,2,18,00,23,00
Allora,London,London,3,12,00,15,00
Allora,London,London,3,18,00,23,00
Allora,London,London,4,12,00,15,00
Allora,London,London,4,18,00,23,30
Allora,London,London,5,12,00,16,00
Allora,London,London,5,18,00,23,30
Allora,London,London,6,12,00,16,00
Allora,London,London,6,18,00,23,30
Almaden Sushi,San Jose,San Jose,0,11,00,14,00
Almaden Sushi,San Jose,San Jose,0,17,00,21,30
Almaden Sushi,San Jose,San Jose,1,11,00,14,00
Almaden Sushi,San Jose,San Jose,1,17,00,21,30
Almaden Sushi,San Jose,San Jose,2,11,00,14,00
Almaden Sushi,San Jose,San Jose,2,17,00,21,30
Almaden Sushi,San Jose,San Jose,3,11,00,14,00
Almaden Sushi,San Jose,San Jose,3,17,00,21,30
Almaden Sushi,San Jose,San Jose,4,11,00,14,00
Almaden Sushi,San Jose,San Jose,4,17,00,22,00
Almaden Sushi,San Jose,San Jose,5,11,00,14,00
Almaden Sushi,San Jose,San Jose,5,17,00,22,00
AlMar,Brooklyn,Brooklyn,0,08,00,22,30
AlMar,Brooklyn,Brooklyn,1,08,00,22,30
AlMar,Brooklyn,Brooklyn,2,08,00,22,30
AlMar,Brooklyn,Brooklyn,3,08,00,22,30
AlMar,Brooklyn,Brooklyn,4,08,00,23,00
AlMar,Brooklyn,Brooklyn,5,09,00,23,00
AlMar,Brooklyn,Brooklyn,6,10,00,17,00
Aloha Kitchen & Bar,Las Vegas,Las Vegas,0,08,00,03,00
Aloha Kitchen & Bar,Las Vegas,Las Vegas,1,08,00,03,00
Aloha Kitchen & Bar,Las Vegas,Las Vegas,2,08,00,04,00
Aloha Kitchen & Bar,Las Vegas,Las Vegas,3,08,00,04,00
Aloha Kitchen & Bar,Las Vegas,Las Vegas,4,08,00,05,00
Aloha Kitchen & Bar,Las Vegas,Las Vegas,5,08,00,05,00
Aloha Kitchen & Bar,Las Vegas,Las Vegas,6,08,00,03,00
Aloha,Liverpool,Liverpool,0,20,00,03,00
Aloha,Liverpool,Liverpool,1,20,00,03,00
Aloha,Liverpool,Liverpool,2,20,00,03,00
Aloha,Liverpool,Liverpool,3,20,00,04,00
Aloha,Liverpool,Liverpool,4,20,00,04,00
Aloha,Liverpool,Liverpool,5,20,00,04,00
Aloha,Liverpool,Liverpool,6,21,00,03,00
Aloha Specialties,Las Vegas,Las Vegas,0,09,00,21,00
Aloha Specialties,Las Vegas,Las Vegas,1,09,00,21,00
Aloha Specialties,Las Vegas,Las Vegas,2,09,00,21,00
Aloha Specialties,Las Vegas,Las Vegas,3,09,00,21,00
Aloha Specialties,Las Vegas,Las Vegas,4,09,00,22,00
Aloha Specialties,Las Vegas,Las Vegas,5,09,00,22,00
Aloha Specialties,Las Vegas,Las Vegas,6,09,00,21,00
Alounak,London,London,0,12,00,00,00
Alounak,London,London,1,12,00,00,00
Alounak,London,London,2,12,00,00,00
Alounak,London,London,3,12,00,00,00
Alounak,London,London,4,12,00,00,00
Alounak,London,London,5,12,00,00,00
Alounak,London,London,6,12,00,00,00
Aloy Modern Thai,Denver,Denver,0,11,00,21,30
Aloy Modern Thai,Denver,Denver,1,11,00,21,30
Aloy Modern Thai,Denver,Denver,2,11,00,21,30
Aloy Modern Thai,Denver,Denver,3,11,00,21,30
Aloy Modern Thai,Denver,Denver,4,11,00,22,00
Aloy Modern Thai,Denver,Denver,5,12,00,22,00
Aloy Modern Thai,Denver,Denver,6,12,00,21,30
Alpha Gourmet Cafe,Sydney,Sydney,0,05,30,17,30
Alpha Gourmet Cafe,Sydney,Sydney,1,05,30,17,30
Alpha Gourmet Cafe,Sydney,Sydney,2,05,30,17,30
Alpha Gourmet Cafe,Sydney,Sydney,3,05,30,17,30
Alpha Gourmet Cafe,Sydney,Sydney,4,05,30,17,30
Alpha Gourmet Cafe,Sydney,Sydney,5,06,00,14,30
Alpha Gourmet Cafe,Sydney,Sydney,6,06,00,06,30
Alpha Restaurant,Sydney,Sydney,0,07,30,10,30
Alpha Restaurant,Sydney,Sydney,0,12,00,23,00
Alpha Restaurant,Sydney,Sydney,1,07,30,10,30
Alpha Restaurant,Sydney,Sydney,1,12,00,23,00
Alpha Restaurant,Sydney,Sydney,2,07,30,10,30
Alpha Restaurant,Sydney,Sydney,2,12,00,23,00
Alpha Restaurant,Sydney,Sydney,3,07,30,10,30
Alpha Restaurant,Sydney,Sydney,3,12,00,23,00
Alpha Restaurant,Sydney,Sydney,4,07,30,10,30
Alpha Restaurant,Sydney,Sydney,4,12,00,23,00
Alpha Restaurant,Sydney,Sydney,5,12,00,23,00
Alpha Restaurant,Sydney,Sydney,6,12,00,23,00
Al's Deli & Grill,Birmingham,Birmingham,0,06,00,06,00
Al's Deli & Grill,Birmingham,Birmingham,1,06,00,06,00
Al's Deli & Grill,Birmingham,Birmingham,2,06,00,06,00
Al's Deli & Grill,Birmingham,Birmingham,3,06,00,06,00
Al's Deli & Grill,Birmingham,Birmingham,4,06,00,06,00
Al's Deli & Grill,Birmingham,Birmingham,5,06,00,06,00
Al's Deli & Grill,Birmingham,Birmingham,6,06,00,06,00
Al's Deli,Auckland,Auckland,0,07,00,20,00
Al's Deli,Auckland,Auckland,1,07,00,20,00
Al's Deli,Auckland,Auckland,2,07,00,21,00
Al's Deli,Auckland,Auckland,3,07,00,22,00
Al's Deli,Auckland,Auckland,4,07,00,23,00
Al's Deli,Auckland,Auckland,5,07,00,23,00
Al's Deli,Auckland,Auckland,6,09,00,20,00
Al's Quick Stop,Houston,Houston,0,08,00,22,00
Al's Quick Stop,Houston,Houston,1,08,00,22,00
Al's Quick Stop,Houston,Houston,2,08,00,22,00
Al's Quick Stop,Houston,Houston,3,08,00,22,00
Al's Quick Stop,Houston,Houston,4,08,00,22,00
Al's Quick Stop,Houston,Houston,5,08,00,22,00
Al's Quick Stop,Houston,Houston,6,08,00,22,00
Al's South Street Cafe,Boston,Boston,0,10,30,15,00
Al's South Street Cafe,Boston,Boston,1,10,30,15,00
Al's South Street Cafe,Boston,Boston,2,10,30,15,00
Al's South Street Cafe,Boston,Boston,3,10,30,15,00
Al's South Street Cafe,Boston,Boston,4,10,30,15,00
Al's State Street Cafe,Boston,Boston,0,10,30,18,00
Al's State Street Cafe,Boston,Boston,1,10,30,18,00
Al's State Street Cafe,Boston,Boston,2,10,30,18,00
Al's State Street Cafe,Boston,Boston,3,10,30,18,00
Al's State Street Cafe,Boston,Boston,4,10,30,18,00
Al's State Street Cafe,Boston,Boston,5,10,30,16,00
Alston Bar & Beef,Glasgow,Glasgow,0,12,00,00,00
Alston Bar & Beef,Glasgow,Glasgow,1,12,00,00,00
Alston Bar & Beef,Glasgow,Glasgow,2,12,00,00,00
Alston Bar & Beef,Glasgow,Glasgow,3,12,00,00,00
Alston Bar & Beef,Glasgow,Glasgow,4,12,00,00,00
Alston Bar & Beef,Glasgow,Glasgow,5,12,00,00,00
Alston Bar & Beef,Glasgow,Glasgow,6,12,00,22,00
Alta Strada,Washington,Washington,0,11,30,22,30
Alta Strada,Washington,Washington,1,11,30,22,30
Alta Strada,Washington,Washington,2,11,30,22,30
Alta Strada,Washington,Washington,3,11,30,22,30
Alta Strada,Washington,Washington,4,11,00,01,00
Alta Strada,Washington,Washington,5,11,00,01,00
Alta Strada,Washington,Washington,6,11,00,22,30
Alto's Kebab House,Perth,Perth,0,18,00,02,00
Alto's Kebab House,Perth,Perth,1,18,00,02,00
Alto's Kebab House,Perth,Perth,2,18,00,02,00
Alto's Kebab House,Perth,Perth,3,18,00,02,00
Alto's Kebab House,Perth,Perth,4,18,00,04,00
Alto's Kebab House,Perth,Perth,5,18,00,04,00
Alto's Kebab House,Perth,Perth,6,18,00,02,00
Altura,Seattle,Seattle,1,17,30,22,00
Altura,Seattle,Seattle,2,17,30,22,00
Altura,Seattle,Seattle,3,17,30,22,00
Altura,Seattle,Seattle,4,17,00,22,00
Altura,Seattle,Seattle,5,17,00,22,00
Amato's Cheesesteaks,San Jose,San Jose,0,11,00,22,00
Amato's Cheesesteaks,San Jose,San Jose,1,11,00,22,00
Amato's Cheesesteaks,San Jose,San Jose,2,11,00,22,00
Amato's Cheesesteaks,San Jose,San Jose,3,11,00,22,00
Amato's Cheesesteaks,San Jose,San Jose,4,11,00,22,00
Amato's Cheesesteaks,San Jose,San Jose,5,11,00,21,00
Amato's Cheesesteaks,San Jose,San Jose,6,11,00,19,00
Amato's Cheesesteaks,San Jose,San Jose,0,11,00,21,00
Amato's Cheesesteaks,San Jose,San Jose,1,11,00,21,00
Amato's Cheesesteaks,San Jose,San Jose,2,11,00,21,00
Amato's Cheesesteaks,San Jose,San Jose,3,11,00,22,00
Amato's Cheesesteaks,San Jose,San Jose,4,11,00,22,00
Amato's Cheesesteaks,San Jose,San Jose,5,11,00,21,00
Amato's Cheesesteaks,San Jose,San Jose,6,11,00,19,00
Amaya,London,London,0,17,00,00,00
Amaya,London,London,1,17,00,00,00
Amaya,London,London,3,17,00,00,00
Amaya,London,London,4,17,00,00,00
Amaya,London,London,5,17,00,00,00
Amaya,London,London,6,17,00,00,00
Ambar,Sydney,Sydney,0,07,00,20,00
Ambar,Sydney,Sydney,1,07,00,20,00
Ambar,Sydney,Sydney,2,07,00,20,00
Ambar,Sydney,Sydney,3,07,00,23,00
Ambar,Sydney,Sydney,4,07,00,23,00
Ambar,Washington,Washington,0,11,00,14,00
Ambar,Washington,Washington,0,16,00,22,00
Ambar,Washington,Washington,1,11,00,14,00
Ambar,Washington,Washington,1,16,00,22,00
Ambar,Washington,Washington,2,11,00,14,00
Ambar,Washington,Washington,2,16,00,22,00
Ambar,Washington,Washington,3,11,00,14,00
Ambar,Washington,Washington,3,16,00,22,00
Ambar,Washington,Washington,4,11,00,14,00
Ambar,Washington,Washington,4,16,00,23,00
Ambar,Washington,Washington,5,10,00,23,00
Ambar,Washington,Washington,6,10,00,22,00
Ambli Denver,Denver,Denver,1,11,00,14,00
Ambli Denver,Denver,Denver,1,16,30,21,00
Ambli Denver,Denver,Denver,2,11,00,14,00
Ambli Denver,Denver,Denver,2,16,30,21,00
Ambli Denver,Denver,Denver,3,11,00,14,00
Ambli Denver,Denver,Denver,3,16,30,21,00
Ambli Denver,Denver,Denver,4,11,00,14,00
Ambli Denver,Denver,Denver,4,16,30,21,30
Ambli Denver,Denver,Denver,5,16,30,21,30
Ambli Denver,Denver,Denver,6,17,30,21,00
Ambrosia,Houston,Houston,0,17,00,21,00
Ambrosia,Houston,Houston,1,17,00,22,00
Ambrosia,Houston,Houston,2,17,00,22,00
Ambrosia,Houston,Houston,3,17,00,22,00
Ambrosia,Houston,Houston,4,17,00,23,00
Ambrosia,Houston,Houston,5,17,00,23,00
Ambrosia,Houston,Houston,6,17,00,22,00
Amelia's Taqueria,Boston,Boston,0,10,00,23,00
Amelia's Taqueria,Boston,Boston,1,10,00,23,00
Amelia's Taqueria,Boston,Boston,2,10,00,23,00
Amelia's Taqueria,Boston,Boston,3,10,00,23,00
Amelia's Taqueria,Boston,Boston,4,11,00,02,00
Amelia's Taqueria,Boston,Boston,5,11,00,02,00
Amelia's Taqueria,Boston,Boston,6,11,00,22,00
Amelie's French Bakery,Charlotte,Charlotte,0,07,00,22,00
Amelie's French Bakery,Charlotte,Charlotte,1,07,00,22,00
Amelie's French Bakery,Charlotte,Charlotte,2,07,00,17,00
Amelie's French Bakery,Charlotte,Charlotte,5,07,00,00,00
Amelie's French Bakery,Charlotte,Charlotte,6,07,00,20,00
Ameribrunch,Las Vegas,Las Vegas,0,07,30,15,30
Ameribrunch,Las Vegas,Las Vegas,1,07,30,15,30
Ameribrunch,Las Vegas,Las Vegas,2,07,30,15,30
Ameribrunch,Las Vegas,Las Vegas,3,07,30,15,30
Ameribrunch,Las Vegas,Las Vegas,4,07,30,15,30
American Coney Island,Detroit,Detroit,0,09,00,09,00
American Coney Island,Detroit,Detroit,1,09,00,09,00
American Coney Island,Detroit,Detroit,2,09,00,09,00
American Coney Island,Detroit,Detroit,3,09,00,09,00
American Coney Island,Detroit,Detroit,4,09,00,09,00
American Coney Island,Detroit,Detroit,5,09,00,09,00
American Coney Island,Detroit,Detroit,6,09,00,09,00
American Fresh Brewhouse-Slumbrew,Somerville,Somerville,0,16,00,23,00
American Fresh Brewhouse-Slumbrew,Somerville,Somerville,1,16,00,23,00
American Fresh Brewhouse-Slumbrew,Somerville,Somerville,2,16,00,23,00
American Fresh Brewhouse-Slumbrew,Somerville,Somerville,3,16,00,23,00
American Fresh Brewhouse-Slumbrew,Somerville,Somerville,4,16,00,00,00
American Fresh Brewhouse-Slumbrew,Somerville,Somerville,5,11,00,00,00
American Fresh Brewhouse-Slumbrew,Somerville,Somerville,6,11,00,20,00
American Pizza Slice,Liverpool,Liverpool,0,11,30,23,30
American Pizza Slice,Liverpool,Liverpool,1,11,30,23,30
American Pizza Slice,Liverpool,Liverpool,2,11,30,23,30
American Pizza Slice,Liverpool,Liverpool,3,11,30,23,30
American Pizza Slice,Liverpool,Liverpool,4,11,30,03,00
American Pizza Slice,Liverpool,Liverpool,5,11,30,03,00
American Wildburger,Chicago,Chicago,0,10,30,23,00
American Wildburger,Chicago,Chicago,1,10,30,23,00
American Wildburger,Chicago,Chicago,2,10,30,23,00
American Wildburger,Chicago,Chicago,3,10,30,23,00
American Wildburger,Chicago,Chicago,4,10,30,23,00
American Wildburger,Chicago,Chicago,5,10,30,23,00
American Wildburger,Chicago,Chicago,6,12,00,22,00
Americana,Seattle,Seattle,0,09,00,15,00
Americana,Seattle,Seattle,1,09,00,22,00
Americana,Seattle,Seattle,2,09,00,22,00
Americana,Seattle,Seattle,3,09,00,22,00
Americana,Seattle,Seattle,4,09,00,22,00
Americana,Seattle,Seattle,5,09,00,22,00
Americana,Seattle,Seattle,6,09,00,15,00
Americano 2211,Chicago,Chicago,1,08,00,23,00
Americano 2211,Chicago,Chicago,2,08,00,23,00
Americano 2211,Chicago,Chicago,3,08,00,00,00
Americano 2211,Chicago,Chicago,4,08,00,00,00
Americano 2211,Chicago,Chicago,5,09,00,00,00
Americano 2211,Chicago,Chicago,6,09,00,22,00
Americatus New-World Italian,Denver,Denver,0,11,00,15,00
Americatus New-World Italian,Denver,Denver,1,11,00,15,00
Americatus New-World Italian,Denver,Denver,1,17,00,21,00
Americatus New-World Italian,Denver,Denver,2,11,00,15,00
Americatus New-World Italian,Denver,Denver,2,17,00,21,00
Americatus New-World Italian,Denver,Denver,3,11,00,15,00
Americatus New-World Italian,Denver,Denver,3,17,00,21,00
Americatus New-World Italian,Denver,Denver,4,11,00,15,00
Americatus New-World Italian,Denver,Denver,4,17,00,21,00
Americatus New-World Italian,Denver,Denver,5,10,00,14,00
Americatus New-World Italian,Denver,Denver,5,17,00,21,00
Americatus New-World Italian,Denver,Denver,6,10,00,14,00
Ameritalia,Chicago,Chicago,1,11,00,21,00
Ameritalia,Chicago,Chicago,2,11,00,21,00
Ameritalia,Chicago,Chicago,3,11,00,21,00
Ameritalia,Chicago,Chicago,4,11,00,22,00
Ameritalia,Chicago,Chicago,5,11,00,22,00
Ameritalia,Chicago,Chicago,6,11,00,21,00
Amigos,Melbourne,Melbourne,0,11,30,23,00
Amigos,Melbourne,Melbourne,1,11,30,23,00
Amigos,Melbourne,Melbourne,2,11,30,23,00
Amigos,Melbourne,Melbourne,3,11,30,23,00
Amigos,Melbourne,Melbourne,4,11,30,23,00
Amigos,Melbourne,Melbourne,5,11,30,23,00
Amigos,Melbourne,Melbourne,6,11,30,23,00
AMK Kitchen Bar,Chicago,Chicago,0,17,00,23,00
AMK Kitchen Bar,Chicago,Chicago,1,17,00,00,00
AMK Kitchen Bar,Chicago,Chicago,2,17,00,00,00
AMK Kitchen Bar,Chicago,Chicago,3,17,00,00,00
AMK Kitchen Bar,Chicago,Chicago,4,17,00,01,00
AMK Kitchen Bar,Chicago,Chicago,5,10,00,01,00
AMK Kitchen Bar,Chicago,Chicago,6,10,00,23,00
Amore,Birmingham,Birmingham,1,16,30,21,00
Amore,Birmingham,Birmingham,2,16,30,21,00
Amore,Birmingham,Birmingham,3,16,30,21,30
Amore,Birmingham,Birmingham,4,16,30,21,30
Amore,Birmingham,Birmingham,5,16,30,21,30
Ampersand,New York,New York,0,11,00,02,00
Ampersand,New York,New York,1,11,00,02,00
Ampersand,New York,New York,2,11,00,02,00
Ampersand,New York,New York,3,11,00,04,00
Ampersand,New York,New York,4,11,00,04,00
Ampersand,New York,New York,5,17,00,04,00
Ampersand,New York,New York,6,17,00,02,00
Amrheins,Boston,Boston,0,11,30,01,00
Amrheins,Boston,Boston,1,11,30,01,00
Amrheins,Boston,Boston,2,11,30,01,00
Amrheins,Boston,Boston,3,11,30,01,00
Amrheins,Boston,Boston,4,11,30,01,00
Amrheins,Boston,Boston,5,11,30,01,00
Amrheins,Boston,Boston,6,10,00,01,00
Amsterdam Falafelshop,Boston,Boston,0,11,00,22,30
Amsterdam Falafelshop,Boston,Boston,1,11,00,22,30
Amsterdam Falafelshop,Boston,Boston,2,11,00,22,30
Amsterdam Falafelshop,Boston,Boston,3,11,00,22,30
Amsterdam Falafelshop,Boston,Boston,4,11,00,22,30
Amsterdam Falafelshop,Boston,Boston,5,11,00,22,30
Amsterdam Falafelshop,Boston,Boston,6,11,00,22,30
Amsterdam Falafelshop,Washington,Washington,0,11,00,00,00
Amsterdam Falafelshop,Washington,Washington,1,11,00,02,30
Amsterdam Falafelshop,Washington,Washington,2,11,00,02,30
Amsterdam Falafelshop,Washington,Washington,3,11,00,03,00
Amsterdam Falafelshop,Washington,Washington,4,11,00,04,00
Amsterdam Falafelshop,Washington,Washington,5,11,00,04,00
Amsterdam Falafelshop,Washington,Washington,6,11,00,00,00
Am¨¦lie's French Bakery,Charlotte,Charlotte,0,00,00,00,00
Am¨¦lie's French Bakery,Charlotte,Charlotte,1,00,00,00,00
Am¨¦lie's French Bakery,Charlotte,Charlotte,2,00,00,00,00
Am¨¦lie's French Bakery,Charlotte,Charlotte,3,00,00,00,00
Am¨¦lie's French Bakery,Charlotte,Charlotte,4,00,00,00,00
Am¨¦lie's French Bakery,Charlotte,Charlotte,5,00,00,00,00
Am¨¦lie's French Bakery,Charlotte,Charlotte,6,00,00,00,00
Anchovies,Boston,Boston,0,16,00,02,00
Anchovies,Boston,Boston,1,16,00,02,00
Anchovies,Boston,Boston,2,16,00,02,00
Anchovies,Boston,Boston,3,16,00,02,00
Anchovies,Boston,Boston,4,16,00,02,00
Anchovies,Boston,Boston,5,16,00,02,00
Anchovies,Boston,Boston,6,15,00,02,00
&pizza,Washington,Washington,0,11,00,23,00
&pizza,Washington,Washington,1,11,00,23,00
&pizza,Washington,Washington,2,11,00,23,00
&pizza,Washington,Washington,3,11,00,23,00
&pizza,Washington,Washington,4,11,00,00,00
&pizza,Washington,Washington,5,11,00,00,00
&pizza,Washington,Washington,6,11,00,23,00
&pizza,Washington,Washington,0,11,00,23,00
&pizza,Washington,Washington,1,11,00,23,00
&pizza,Washington,Washington,2,11,00,23,00
&pizza,Washington,Washington,3,11,00,00,00
&pizza,Washington,Washington,4,11,00,04,00
&pizza,Washington,Washington,5,11,00,04,00
&pizza,Washington,Washington,6,11,00,23,00
&pizza,Washington,Washington,0,11,00,23,00
&pizza,Washington,Washington,1,11,00,23,00
&pizza,Washington,Washington,2,11,00,23,00
&pizza,Washington,Washington,3,11,00,03,00
&pizza,Washington,Washington,4,11,00,04,00
&pizza,Washington,Washington,5,11,00,04,00
&pizza,Washington,Washington,6,11,00,23,00
& Sushi,Auckland,Auckland,0,09,00,16,00
& Sushi,Auckland,Auckland,1,09,00,16,00
& Sushi,Auckland,Auckland,2,09,00,16,00
& Sushi,Auckland,Auckland,3,09,00,16,00
& Sushi,Auckland,Auckland,4,09,00,16,00
& Sushi,Auckland,Auckland,5,09,00,16,00
Andalucia Tapas Restaurant & Bar,Houston,Houston,0,11,00,22,00
Andalucia Tapas Restaurant & Bar,Houston,Houston,1,11,00,22,00
Andalucia Tapas Restaurant & Bar,Houston,Houston,2,11,00,22,00
Andalucia Tapas Restaurant & Bar,Houston,Houston,3,11,00,22,00
Andalucia Tapas Restaurant & Bar,Houston,Houston,4,11,00,00,00
Andalucia Tapas Restaurant & Bar,Houston,Houston,5,17,00,00,00
Andes Cafe,Houston,Houston,1,11,00,22,00
Andes Cafe,Houston,Houston,2,11,00,22,00
Andes Cafe,Houston,Houston,3,11,00,22,00
Andes Cafe,Houston,Houston,4,11,00,22,00
Andes Cafe,Houston,Houston,5,09,00,23,00
Andes Cafe,Houston,Houston,6,09,00,20,00
Andiamo Detroit Riverfront,Detroit,Detroit,0,11,00,23,00
Andiamo Detroit Riverfront,Detroit,Detroit,1,11,00,23,00
Andiamo Detroit Riverfront,Detroit,Detroit,2,11,00,23,00
Andiamo Detroit Riverfront,Detroit,Detroit,3,11,00,23,00
Andiamo Detroit Riverfront,Detroit,Detroit,4,11,00,00,00
Andiamo Detroit Riverfront,Detroit,Detroit,5,12,00,00,00
Andiamo Detroit Riverfront,Detroit,Detroit,6,14,00,21,00
Andina,London,London,0,08,00,23,00
Andina,London,London,1,08,00,23,00
Andina,London,London,2,08,00,23,00
Andina,London,London,3,08,00,23,00
Andina,London,London,4,08,00,23,00
Andina,London,London,5,10,00,23,00
Andina,London,London,6,10,00,23,00
Andover Arms,London,London,0,12,00,23,30
Andover Arms,London,London,1,12,00,23,30
Andover Arms,London,London,2,12,00,23,30
Andover Arms,London,London,3,12,00,23,30
Andover Arms,London,London,4,12,00,00,00
Andover Arms,London,London,5,12,00,00,00
Andover Arms,London,London,6,12,00,23,30
Andrea's,Las Vegas,Las Vegas,0,18,00,22,30
Andrea's,Las Vegas,Las Vegas,1,18,00,22,30
Andrea's,Las Vegas,Las Vegas,2,18,00,22,30
Andrea's,Las Vegas,Las Vegas,3,18,00,22,30
Andrea's,Las Vegas,Las Vegas,4,18,00,23,30
Andrea's,Las Vegas,Las Vegas,5,18,00,23,30
Andrea's,Las Vegas,Las Vegas,6,18,00,22,30
Andrene's Caribbean & Soul Food Carryout,Washington,Washington,0,08,00,21,30
Andrene's Caribbean & Soul Food Carryout,Washington,Washington,1,08,00,21,30
Andrene's Caribbean & Soul Food Carryout,Washington,Washington,2,08,00,21,30
Andrene's Caribbean & Soul Food Carryout,Washington,Washington,3,08,00,21,30
Andrene's Caribbean & Soul Food Carryout,Washington,Washington,4,08,00,21,30
Andrene's Caribbean & Soul Food Carryout,Washington,Washington,5,08,00,21,30
Andre's Cafe,Boston,Boston,0,11,00,21,00
Andre's Cafe,Boston,Boston,1,11,00,21,00
Andre's Cafe,Boston,Boston,2,11,00,21,00
Andre's Cafe,Boston,Boston,3,11,00,21,00
Andre's Cafe,Boston,Boston,4,11,00,21,00
Andre's Cafe,Boston,Boston,5,11,00,14,00
Andrew Edmunds,London,London,0,12,30,15,30
Andrew Edmunds,London,London,0,18,00,22,30
Andrew Edmunds,London,London,1,12,30,15,30
Andrew Edmunds,London,London,1,18,00,22,30
Andrew Edmunds,London,London,2,12,30,15,30
Andrew Edmunds,London,London,2,18,00,22,30
Andrew Edmunds,London,London,3,12,30,15,30
Andrew Edmunds,London,London,3,18,00,22,30
Andrew Edmunds,London,London,4,12,30,15,30
Andrew Edmunds,London,London,4,18,00,22,30
Andrew Edmunds,London,London,5,12,30,15,30
Andrew Edmunds,London,London,5,18,00,22,30
Andrew Edmunds,London,London,6,12,30,15,30
Andrew Edmunds,London,London,6,18,00,22,30
Andrews On the Corner,Detroit,Detroit,0,11,00,02,00
Andrews On the Corner,Detroit,Detroit,1,11,00,02,00
Andrews On the Corner,Detroit,Detroit,2,11,00,02,00
Andrews On the Corner,Detroit,Detroit,3,11,00,02,00
Andrews On the Corner,Detroit,Detroit,4,11,00,02,00
Andrews On the Corner,Detroit,Detroit,5,11,00,02,00
Andrews On the Corner,Detroit,Detroit,6,11,00,00,00
Anella,Brooklyn,Brooklyn,0,12,00,23,00
Anella,Brooklyn,Brooklyn,1,12,00,23,00
Anella,Brooklyn,Brooklyn,2,12,00,23,00
Anella,Brooklyn,Brooklyn,3,12,00,23,00
Anella,Brooklyn,Brooklyn,4,12,00,00,00
Anella,Brooklyn,Brooklyn,5,11,00,00,00
Anella,Brooklyn,Brooklyn,6,11,00,23,00
Angel Cafe Bar-Licensed,Sydney,Sydney,0,06,00,17,00
Angel Cafe Bar-Licensed,Sydney,Sydney,1,06,00,17,00
Angel Cafe Bar-Licensed,Sydney,Sydney,2,06,00,17,00
Angel Cafe Bar-Licensed,Sydney,Sydney,3,06,00,17,00
Angel Cafe Bar-Licensed,Sydney,Sydney,4,06,00,17,00
Angel Falls Grill,Perth,Perth,0,07,00,22,00
Angel Falls Grill,Perth,Perth,1,07,00,22,00
Angel Falls Grill,Perth,Perth,2,07,00,22,00
Angel Falls Grill,Perth,Perth,3,07,00,23,00
Angel Falls Grill,Perth,Perth,4,07,00,23,00
Angel Falls Grill,Perth,Perth,5,08,00,23,00
Angel Falls Grill,Perth,Perth,6,09,00,22,00
Angela's Cafe,Boston,Boston,0,08,00,21,00
Angela's Cafe,Boston,Boston,1,08,00,21,00
Angela's Cafe,Boston,Boston,2,08,00,21,00
Angela's Cafe,Boston,Boston,3,08,00,21,00
Angela's Cafe,Boston,Boston,4,08,00,22,00
Angela's Cafe,Boston,Boston,5,08,00,22,00
Angela's Cafe,Boston,Boston,6,08,00,15,00
Angela's Montana Table,New York,New York,0,12,00,22,00
Angela's Montana Table,New York,New York,1,12,00,22,00
Angela's Montana Table,New York,New York,2,12,00,22,00
Angela's Montana Table,New York,New York,3,12,00,22,00
Angela's Montana Table,New York,New York,4,12,00,22,00
Angela's Montana Table,New York,New York,5,12,00,22,00
Angela's Montana Table,New York,New York,6,12,00,22,00
